Name,Address,City,Region,Country
Tandem Bar,651 W. Baltimore Street,Detroit,Michigan,USA
Tangent Gallery,715 E. Milwaukee Avenue,Detroit,Michigan,USA
Tangerine Bowl,1 Citrus Bowl Place,Orlando,Florida,USA
Tanglewood Music Center,297 West Street,Lenox,Massachusetts,USA
Tantrum,,Westland,Michigan,USA
Tanz Haus,US 31N,Traverse City,Michigan,USA
Tap Room,201 W. Michigan Avenue,Ypsilanti,Michigan,USA
Target Center,600 First Avenue North,Minneapolis,Minnesota,USA
Tarmac Hotel,Leakes Road,Laverton,Victoria,Australia
Tarrant County Convention Center,1111 Houston Street,Fort Worth,Texas,USA
Tartar Field,Wayne State University,Detroit,Michigan,USA
Taste Pizzabar,1431 Times Square,Detroit,Michigan,USA
Taylor County Expo Center,1700 Highway 36,Abilene,Texas,USA
Taylor Sportsplex,13333 Telegraph Road,Taylor,Michigan,USA
TCB Recording Studios,1587 Highland,Detroit,Michigan,USA
TD Banknorth Garden,100 Legends Way,Boston,Massachusetts,USA
TD Garden,100 Legends Way,Boston,Massachusetts,USA
TD Waterhouse Centre,600 W. Amelia Street,Orlando,Florida,USA
Teatro Amazonas,Praça do Congresso,Manaus,Amazonas,Brazil
Teatro dell'Arte,"Viale Alemagna, 6",Milan,Lombardy,Italy
Teatro di via Manzoni,,Turin,Piedmont,Italy
Teatro Municipal,Praça Floriano,Rio,Rio de Janeiro,Brazil
Teatro Nuovo,"Corso Massimo D'Azeglio, 17",Turin,Piedmont,Italy
Teatro Orfeo,Viale Coni Zugna 50,Milan,Lombardy,Italy
Teatro Romano,"Via Regaste Redentore, 2",Verona,Veneto,Italy
Ted's,2515 W. Woodward Avenue,Bloomfield Township,Michigan,USA
Ted's Pub,38 S. Main Street,Clawson,Michigan,USA
Teddy's Warehouse,Phillips & Haverhill,Toledo,Ohio,USA
Tedesco Studios,141 Haase Avenue,Paramus,New Jersey,USA
Tel-Twelve Mall,28400 Telegraph Road,Southfield,Michigan,USA
Teldec-Studio,Finckensteinallee 36,Berlin,,Germany
Telenor Arena,Widerøeveien 1,Fornebu,Bærum,Norway
Telluride Town Park,500 E. Colorado Avenue,Telluride,Colorado,USA
Tempe Diablo Stadium,2200 W. Alameda Drive,Tempe,Arizona,USA
Temple Beth El,7400 Telegraph Road,Bloomfield Hills,Michigan,USA
Temple Club,500 E. Grand River Avenue,Lansing,Michigan,USA
Temple Newsam,Selby Road,Leeds,West Yorkshire,England
Temple Theater,201 N. Washington Avenue,Saginaw,Michigan,USA
Temple University Ambler,580 Meetinghouse Road,Ambler,Pennsylvania,USA
Ten Bells,1753 Alpine Avenue NW,Grand Rapids,Michigan,USA
Ten Pound Fiddle Coffeehouse,1118 S. Harrison Street,East Lansing,Michigan,USA
Tennessee State Fairgrounds,625 Smith Avenue,Nashville,Tennessee,USA
Tennessee Theatre,604 S. Gay Street,Knoxville,Tennessee,USA
Tenny Street Roadhouse,22361 West Village Drive,Dearborn,Michigan,USA
Ter-Mar Recording Studio,2120 S. Michigan Avenue,Chicago,Illinois,USA
Tera Shirma Recording Studios,15341 Livernois Avenue,Detroit,Michigan,USA
Terminal 5,610 W. 56th Street,NYC,New York,USA
Terp Ballroom,210 Fourth Street NE,Austin,Minnesota,USA
Terra Shirma Sound Studios,15305 Livernois Avenue,Detroit,Michigan,USA
Terrace Ballroom,464 S. Main Street,Salt Lake City,Utah,USA
Terrace Theatre,300 E. Ocean Boulevard,Long Beach,California,USA
Tewligans,1047 Bardstown Road,Louisville,Kentucky,USA
Texarkana College,2500 N. Robison Road,Texarkana,Texas,USA
Texas Hall,701 W. Nedderman Drive,Arlington,Texas,USA
Texas Sky Festival Park,6925 Jurica Road,Corpus Christi,Texas,USA
Texas Stadium,2401 E. Airport Freeway,Irving,Texas,USA
Texas Theatre,105 E. Houston Street,San Antonio,Texas,USA
Textile Hall,582 Perry Avenue,Greenville,South Carolina,USA
That Gnu Joint,5700 Cass Avenue,Detroit,Michigan,USA
The 13th Note,50-60 King Street,Glasgow,,Scotland
The 80s,231 E. 86th Street,NYC,New York,USA
The Abyss,1065 19th Street,Virginia Beach,Virginia,USA
The Aerodrome,1588 State Street,Schenectady,New York,USA
The Alley,215 S. Main Street,Rochester,Michigan,USA
The Alley,330 Maynard Street,Ann Arbor,Michigan,USA
The Alternative,,Ann Arbor,Michigan,USA
The Annex,1206 Regent Street,Madison,Wisconsin,USA
The Annex,3600 Vanrick Drive,Kalamazoo,Michigan,USA
The Anthem,901 Wharf Street SW,Washington,District of Columbia,USA
The Apollo Calgary,516 Eight Avenue SW,Calgary,Alberta,Canada
The Arena @ Gwinnett Center,6400 Sugarloaf Parkway,Duluth,Georgia,USA
The Ark (1),1421 Hill Street,Ann Arbor,Michigan,USA
The Ark (2),637½ S. Main Street,Ann Arbor,Michigan,USA
The Ark (3),316 S. Main Street,Ann Arbor,Michigan,USA
The Ark (MA),15 Lansdowne Street,Boston,Massachusetts,USA
The Asylum,209 N. Superior Street,Toledo,Ohio,USA
The Automatt,827 Folsom Street,San Francisco,California,USA
The Back Room,2015 E. Riverside Drive,Austin,Texas,USA
The Backdoor,Aztec Center,San Diego,California,USA
The Backstage,321 N. Fourth Avenue,Tucson,Arizona,USA
The Ballroom,29900 Van Dyke Avenue,Warren,Michigan,USA
The Bank,19840 S. Hamilton Avenue,Torrance,California,USA
The Bar,17320 Harper Avenue,Detroit,Michigan,USA
The Barn,W. Campus Drive,Riverside,California,USA
The Barr,,Eau Claire,Wisconsin,USA
The Basement,391 Neil Avenue,Columbus,Ohio,USA
The Bayou,3135 K Street NW,Washington,District of Columbia,USA
The Beat,215 N. Main Street,Ann Arbor,Michigan,USA
The Belmont,10215 Joseph Campau Street,Hamtramck,Michigan,USA
The Beta Bar,809 Railroad Avenue,Tallahassee,Florida,USA
The Biergarten,22184 Michigan Avenue,Dearborn,Michigan,USA
The Bijou,209 N. Superior Street,Toledo,Ohio,USA
The Birdcage,Eastney Road,Portsmouth,Hampshire,England
The Birdhouse,1205 N. Dearborn Street,Chicago,Illinois,USA
The Blackhawk,200 Hyde Street,San Francisco,California,USA
The Boathouse,119 Park Avenue,Norfolk,Virginia,USA
The Boogie,,Roseville,Michigan,USA
The Borderline,14921 S. Telegraph Road,Monroe,Michigan,USA
The Bottleneck,737 New Hampshire Street,Lawrence,Kansas,USA
The Boulevard Pool @ The Cosmopolitan,3708 Las Vegas Boulevard,Las Vegas,Nevada,USA
The Bowery (1),12050 Jos. Campau Avenue,Hamtramck,Michigan,USA
The Bowery (2),10200 Conant Street,Hamtramck,Michigan,USA
The Bowery OKC,1108½ Classen Drive,OKC,Oklahoma,USA
The Branch,3130 Biddle Avenue,Wyandotte,Michigan,USA
The Breakers,8900 E. Jefferson Avenue,Detroit,Michigan,USA
The Brewery,3411 E. Michigan Avenue,Lansing,Michigan,USA
The Brewery - Louisville,426 Baxter Avenue,Louisville,Kentucky,USA
The Brewery - San Jose,29 N. San Pedro Street,San Jose,California,USA
The Brickyard,315 Carrall Street,Vancouver,British Columbia,Canada
The Broadway,12635 E. McNichols,Detroit,Michigan,USA
The Broomall,2107 MacDade Boulevard,Holmes,Pennsylvania,USA
The Brown Shoe,1355 N. Wells Street,Chicago,Illinois,USA
The Cabaret,370 Saratoga Avenue,San Jose,California,USA
The Cabaret,2111 St. Laurent Boulevard,Montréal,Quebec,Canada
The Cabin Tavern,930 W. Broomfield Road,Mount Pleasant,Michigan,USA
The Cabooze,917 Cedar Avenue S,Minneapolis,Minnesota,USA
The Cage,16920 Plymouth Road,Detroit,Michigan,USA
The Cage,1661 N. Wayne Road,Westland,Michigan,USA
The Cage,343 Mt. Vernon Avenue NW,Grand Rapids,Michigan,USA
The Cajundome,444 Cajundome Boulevard,Lafayette,Louisiana,USA
The Carousel,35435 Groesbeck Highway,Clinton Township,Michigan,USA
The Casbah (II),2501 Kettner Boulevard,San Diego,California,USA
The Castaway Club,930 Airport Road,Ferguson,Missouri,USA
The Cathouse,382 Rue Mayor,Montréal,Quebec,Canada
The Cavern,1914 Greenville Avenue,Dallas,Texas,USA
The Cavern,303 W. Main Street,Northville,Michigan,USA
The Cellar,Salem & Davis,Arlington Heights,Illinois,USA
The Cellar,2126 W. Central Avenue,Toledo,Ohio,USA
The Cellblock,1605 Marshall Street,Shreveport,Louisiana,USA
The Centrum,50 Foster Street,Worcester,Massachusetts,USA
The Chance,6 Crannell Street,Poughkeepsie,New York,USA
The Channel,25 Necco Street,Boston,Massachusetts,USA
The Charade,14345 Livernois Avenue,Detroit,Michigan,USA
The Charles Hotel,1 Bennett Street,Cambridge,Massachusetts,USA
The Chateau,2652 Library Road,Pittsburgh,Pennsylvania,USA
The Chatterbox,Southfield Road,Allen Park,Michigan,USA
The Checkerdome,5700 Oakland Avenue,St. Louis,Missouri,USA
The Cheshire Cat,2284 Cheshire Bridge Road NE,Atlanta,Georgia,USA
The Club,14921 Telegraph Road,Monroe Charter Township,Michigan,USA
The Club (CA),Alvarado @ Del Monte,Monterey,California,USA
The Club Blue Note,828 S. Main Street,Salt Lake City,Utah,USA
The Clubhouse,406 W. Willis Street,Detroit,Michigan,USA
The Cockpit,Brigend House,Leeds,West Yorkshire,England
The Code,2211 E. Jefferson Avenue,Detroit,Michigan,USA
The Colosseum,3570 S. Las Vegas Boulevard,Las Vegas,Nevada,USA
The Concert Café,1116 Main Street,Green Bay,Wisconsin,USA
The Conservatory,8911 N. Western Avenue,OKC,Oklahoma,USA
The Cosmopolitan,3708 Las Vegas Boulevard S,Las Vegas,Nevada,USA
The Cotton Club,E. Fourth Street,Cleveland,Ohio,USA
The Cromwellian,3 Cromwell Road,London,Kensington,England
The Crossing,US-131 @ M-115,Cadillac,Michigan,USA
The Dawghouse,35965 Groesbeck Highway,Clinton Township,Michigan,USA
The Deauville,Ocean @ 67th Street,Miami Beach,Florida,USA
The Dells,6336 W. Lake Drive,Haslett,Michigan,USA
The Den,2500 University Drive NW,Calgary,Alberta,Canada
The Depot,701 N. First Avenue,Minneapolis,Minnesota,USA
The Diaper,,East Lansing,Michigan,USA
The Dive,4822 Greenfield Road,Dearborn,Michigan,USA
The Domicile,,Munich,Bavaria,Germany
The Duck Room,6504 Delmar Boulevard,St. Louis,Missouri,USA
The Dump,15021 Kercheval Avenue,Detroit,Michigan,USA
The Earle,121 W. Washington Street,Ann Arbor,Michigan,USA
The Edge,260 S. California Avenue,Palo Alto,California,USA
The Edge,100 W. Livingston Street,Orlando,Florida,USA
The Enclave,,Grand Rapids,Michigan,USA
The End,2217 Elliston Place,Nashville,Tennessee,USA
The Factory,334 S. Main Street,Rochester,Michigan,USA
The Factory (MO),,St. Charles,Missouri,USA
The Factory (UK),Royce Road,Manchester,,England
The Fan Club,Call Lane,Leeds,West Yorkshire,England
The Fast Lane,207 Fourth Avenue,Asbury Park,New Jersey,USA
The Fiddle,35676 Van Born Road,Wayne,Michigan,USA
The Filling Station,2005 N. Rouse Avenue,Bozeman,Montana,USA
The Fillmore Charlotte,820 Hamilton Street,Charlotte,North Carolina,USA
The Fillmore Denver,1510 Clarkson Street,Denver,Colorado,USA
The Fillmore Detroit,2115 Woodward Avenue,Detroit,Michigan,USA
The Fillmore Miami Beach,1700 Washington Avenue,Miami Beach,Florida,USA
The Fillmore San Francisco,1805 Geary Boulevard,San Francisco,California,USA
The Fire,412 W. Girard Avenue,Philadelphia,Pennsylvania,USA
The Firebird,2706 Olive Street,St. Louis,Missouri,USA
The Firehouse,5815 Secor Road,Toledo,Ohio,USA
The Firestone,578 N. Orange Avenue,Orlando,Florida,USA
The Foolery,112 W. Michigan Street,Mount Pleasant,Michigan,USA
The Foothill,1922 Cherry Avenue,Signal Hill,California,USA
The Forum,3900 W. Manchester Boulevard,Inglewood,California,USA
The Forum Hatfield,Lemsford Road,Hatfield,Hertfordshire,England
The Foundry,18000 E. Warren Avenue,Detroit,Michigan,USA
The Friendship Club,8386 Marquette Road,Smiths Creek,Michigan,USA
The Front Page,2627 N. East Street,Lansing,Michigan,USA
The Galaxy,1227 Washington Avenue,St. Louis,Missouri,USA
The Gallery,,Normal,Illinois,USA
The Gallery,22759 Van Dyke Avenue,Warren,Michigan,USA
The Gallery (CT),,New Haven,Connecticut,USA
The Garage,222 W. Pete Rose Way,Cincinnati,Ohio,USA
The Garage,4519 Santa Monica Boulevard,Los Angeles,California,USA
The Garage (UK),20-22 Highbury Corner,London,Highbury,England
The Gargoyle,1041A Ridge Road,Wilmette,Illinois,USA
The Globe,2028 E. North Avenue,Milwaukee,Wisconsin,USA
The Gnome,4124 Woodward Avenue,Detroit,Michigan,USA
The Gramophone,220 M.A.C. Avenue,East Lansing,Michigan,USA
The Grey Eagle,185 Clingman Avenue,Asheville,North Carolina,USA
The Grind,3037 Biddle Avenue,Wyandotte,Michigan,USA
The Grove,Middlebelt Road,Romulus,Michigan,USA
The Grove,Highway 5,Oakville,Ontario,Canada
The Hamilton Room,201 Hamilton Row,Birmingham,Michigan,USA
The Heidelberg,215 N. Main Street,Ann Arbor,Michigan,USA
The Hideout,1354 W. Wabansia Avenue,Chicago,Illinois,USA
The Hippodrome,500 Beale Street,Memphis,Tennessee,USA
The Hippodrome,14270 E. Seven Mile Road,Detroit,Michigan,USA
The Hop!,706 N. Monroe Street,Spokane,Washington,USA
The Hut,,Elkhart,Indiana,USA
The Ibex Sings,2100 E. Michigan Avenue,Lansing,Michigan,USA
The Imperial,44650 Garfield Road,Clinton Township,Michigan,USA
The Impound,17320 Harper Avenue,Detroit,Michigan,USA
The Improv,358 W. 44th Street,NYC,New York,USA
The Independent,628 Divisadero Street,San Francisco,California,USA
The Inn Between,3270 W. Huron Street,Waterford,Michigan,USA
The Intersection,133 Cesar E. Chavez Avenue SW,Grand Rapids,Michigan,USA
The Intersection (ON),E. Tecumseh Road,Windsor,Ontario,Canada
The Ivy Room,860 San Pablo Avenue,Albany,California,USA
The Jackalope,404 E. 6th Street,Austin,Texas,USA
The Jet Set,9205 Wayne Road,Westland,Michigan,USA
The Joint,MSU Student Services Building,East Lansing,Michigan,USA
The Joint,4455 Paradise Road,Las Vegas,Nevada,USA
The Jukebox,4616 N. Woodward Avenue,Royal Oak,Michigan,USA
The Kegabrew,17322 Harper Road,Detroit,Michigan,USA
The Lab,144 Hill Street,Ann Arbor,Michigan,USA
The Landing,25060 Southfield Road,Southfield,Michigan,USA
The Landmark,1308 W. Sherman Boulevard,Muskegon,Michigan,USA
The Landshark,101 E. Grand River Avenue,East Lansing,Michigan,USA
The Launchpad,618 Central Avenue SE,Albuquerque,New Mexico,USA
The Lemon Tree,5 W. N Street,Aberdeen,,Scotland
The Line Camp,Highway 285,Pojoaque,New Mexico,USA
The Lion's Share,60 Redhill Avenue,San Anselmo,California,USA
The Livery,190 Fifth Street,Benton Harbor,Michigan,USA
The Lobby,140 E. 2nd Street,Flint,Michigan,USA
The Lodge,2442 Orchard Lake Road,Sylvan Lake,Michigan,USA
The Loft,414 Michigan Avenue,Lansing,Michigan,USA
The Loft,130 Army Road,Leonard,Michigan,USA
The London Forum,9-17 Highgate Road,London,Kentish Town,England
The Long Run,E. Shore Road,Greenwood Lake,New York,USA
The Loving Touch,22634 Woodward Avenue,Ferndale,Michigan,USA
The Main Point,874 Lancaster Avenue,Bryn Mawr,Pennsylvania,USA
The Mansion,60 E. Ferry Street,Detroit,Michigan,United States
The MARK of the Quad Cities,1201 River Drive,Moline,Illinois,USA
The Marquee,8139 E. 7 Mile Road,Detroit,Michigan,USA
The Marquee,547 W. 21st Street,NYC,New York,USA
The Marquee Club (2),90 Wardour Street,London,Soho,England
The Mars Bar,10001 Jos. Campau Avenue,Hamtramck,Michigan,USA
The Masquerade (2),1503 E. Seventh Avenue,Tampa,Florida,USA
The Matrix,3138 Fillmore Street,San Francisco,California,USA
The Matterhorn,18901 Partello Road,Marshall,Michigan,USA
The Melody,344 W. 23rd Street,NYC,New York,USA
The Met,20 McKillop Street,Melbourne,Victoria,Australia
The Miami,3930 Cass Avenue,Detroit,Michigan,USA
The Midway,1500 Lexington Boulevard,Royal Oak,Michigan,USA
The Mirage,4009 Fort Street,Lincoln Park,Michigan,USA
The Mod Club,722 College Street,Toronto,Ontario,Canada
The Moon,22010 N. Chrysler Drive,Hazel Park,Michigan,USA
The Mummp,21500 Southfield Highway,Southfield,Michigan,USA
The Mustache,27189 Grand River Avenue,Redford,Michigan,USA
The National,708 E. Broad Street,Richmond,Virginia,USA
The Netherland,634 W. Forest Avenue,Detroit,Michigan,USA
The Neutral Zone,310 E. Washington Street,Ann Arbor,Michigan,USA
The New Monk,2119 University Avenue,Berkeley,California,USA
The New Ritz Club,523 Capitol Street,Vallejo,California,USA
The New School,66 W. 12th Street,NYC,New York,USA
The New Woods,,Tifton,Georgia,USA
The Nick,2514 Tenth Avenue S,Birmingham,Alabama,USA
The Nite Cap,Towanda Avenue,Bloomington,Illinois,USA
The Nite Club,18-22 Greenside Lane,Edinburgh,Midlothian,Scotland
The Note,,Paw Paw,Michigan,USA
The Odeon,1295 Old River Road,Cleveland,Ohio,USA
The Old Roller Rink Theatre Restaurant,135 W. First Street,Vancouver,British Columbia,Canada
The Omni,100 Techwood Drive,Atlanta,Georgia,USA
The Orange Peel,101 Biltmore Avenue,Asheville,North Carolina,USA
The Ordway,345 Washington Street,St. Paul,Minnesota,USA
The Orphanage,807 Montgomery Street,San Francisco,California,USA
The Other Side,1805 Regent Street,Missoula,Montana,USA
The Outhouse,15th Street,Lawrence,Kansas,USA
The Outlaw,22629 Mission Boulevard,Hayward,California,USA
The Pageant,6161 Delmar Boulevard,St. Louis,Missouri,USA
The Painted Lady,2930 Jacob Street,Hamtramck,Michigan,USA
The Palace,1881 Post Street,San Francisco,California,USA
The Palace - Detroit,24587 W. 8 Mile Road,Detroit,Michigan,USA
The Palladium,17580 Frazho Road,Roseville,Michigan,USA
The Palladium (NYC),126 E. 14th Street,NYC,New York,USA
The Palms,1406 Polk Street,San Francisco,California,USA
The Palms,,Hallandale,Florida,USA
The Palms,2616 W. State Street,Milwaukee,Wisconsin,USA
The Paradise,967 Commonwealth Avenue,Boston,Massachusetts,USA
The Paramount,370 New York Avenue,Huntington,New York,USA
The Park,State Route 18 & Hough Road,North Baltimore,Ohio,USA
The Patio,6308 Guilford Avenue,Indianapolis,Indiana,USA
The Penthouse,701 First Avenue,Seattle,Washington,USA
The Place,1922 Division Avenue S,Grand Rapids,Michigan,USA
The Place,14120 NW Seventh Avenue,Miami,Florida,USA
The Platterbox,6699 Dixie Highway,Clarkston,Michigan,USA
The Playground,,Clare,Michigan,USA
The Playhouse,1007 N. Market Street,Wilmington,Delaware,USA
The Point,Cowley Road,Oxford,Oxfordshire,England
The Pumpkin,920 Wayne Road,Westland,Michigan,USA
The Purple Pig,Route 64,Canandaigua,New York,USA
The Pyramid,1 Auction Avenue,Memphis,Tennessee,USA
The Pyramid Scheme,68 Commerce Avenue SW,Grand Rapids,Michigan,USA
The Rafters,11300 E. Michigan Avenue,Battle Creek,Michigan,USA
The Ranch,14850 Telegraph Road,Redford,Michigan,USA
The Rathskeller (SF),600 Turk Street,San Francisco,Michigan,USA
The Rave,2401 W. Wisconsin Avenue,Milwaukee,Wisconsin,USA
The Record Plant - Sausalito,2200 Bridgeway,Sausalito,California,USA
The Retort,8841 Woodward Avenue,Detroit,Michigan,USA
The Ritz,17580 Frazho Road,Roseville,Michigan,USA
The Ritz - Dallas,2711 Storey Lane,Dallas,Texas,USA
The Ritz - NYC (I),119 E. 11th Street,NYC,New York,USA
The Ritz - NYC (II),254 W. 54th Street,NYC,New York,USA
The Ritz - Raleigh,2820 Industrial Drive,Raleigh,North Carolina,USA
The Ritz - Studio 8,Greenfield Road,Oak Park,Michigan,USA
The Ritz - Warren,24300 Hoover Road,Warren,Michigan,USA
The Roadhouse,US-23 & North Territorial Road,Ann Arbor,Michigan,USA
The Rock House,108 S. Washington Square,Lansing,Michigan,USA
The Rock Room,31 N. Walnut Street,Mount Clemens,Michigan,USA
The Rocker,3700 Plainfield NE,Grand Rapids,Michigan,USA
The Rockpile,50 Broadway,Island Park,New York,USA
The Rolling Stone,1625 Hendry Street,Fort Myers,Florida,USA
The Roostertail,100 Marquette Drive,Detroit,Michigan,USA
The Roundhouse,Chalk Farm Road,London,Chalk Farm,England
The Roundup,,Midland,Michigan,USA
The Roxy - Atlanta,3110 Roswell Road,Atlanta,Georgia,USA
The Roxy - Boston,279 Tremont Street,Boston,Massachusetts,USA
The Roxy - Hollywood,9009 W. Sunset Boulevard,West Hollywood,California,USA
The Roxy - Vancouver,2381 E. Hastings Street,Vancouver,British Columbia,Canada
The Savoy,141 W. 44th Street,NYC,New York,USA
The Savoy,,Battle Creek,Michigan,USA
The Savoy (BC),6 Powell Street,Vancouver,British Columbia,Canada
The Scene,341 S. Main Street,Ann Arbor,Michigan,USA
The Scene Bar,806 E. Colorado Boulevard,Glendale,California,USA
The Shadow,6699 Dixie Highway,Clarkston,Michigan,USA
The Shelter,431 E. Congress Street,Detroit,Michigan,USA
The Showboat,1409 Lombard Street,Philadelphia,Pennsylvania,USA
The Showcase,3228 Telegraph Avenue,Oakland,California,USA
The Silo,Route 183 N,Reading,Pennsylvania,USA
The Silver Keg,156 St. Paul Street,Burlington,Vermont,USA
The Social,54 N. Orange Avenue,Orlando,Florida,USA
The Social,23 Pelham Street,Nottingham,East Midlands,England
The Sound Lounge,S. Mission Street,Mount Pleasant,Michigan,USA
The Speakeasy,31410 Ford Road,Garden City,Michigan,USA
The Spectrum,3601 S. Broad Street,Philadelphia,Pennsylvania,USA
The Spectrum,Red Arrow Highway,Stevensville,Michigan,USA
The Spectrum,50 Liberty Pole Way,Rochester,New York,USA
The Stables,2843 E. Grand River Avenue,East Lansing,Michigan,USA
The Stanley,1902 Market Street,Philadelphia,Pennsylvania,USA
The Stardust,4122 N. East Street,Lansing,Michigan,USA
